Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-09-23,04:36:00,H-IIA 202,IGS-Optical 4,Active,90,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2011-09-24,20:17:00,Zenit-3 SL,Atlantic Bird 7,Retired,,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",2011-09-27,15:49:00,Minotaur IV,TacSat-4,Active,46,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2011-09-29,21:16:00,Long March 2F/T,Tiangong-1,Active,,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011-10-05,21:00:00,Zenit-3 SLB,Intelsat 18,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2011-10-12,05:31:00,PSLV-CA,Megha-Tropiques & Rideshares,Active,21,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2011-10-21,07:30:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,30,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2011-10-28,09:48:00,Delta II 7920-10C,Suomi NPP / ELaNa III,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2011-10-31,21:58:00,Long March 2F/G,Shenzhou 8,Active,,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011-11-08,20:16:00,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-11-26,15:02:00,Atlas V 541,Mars Science Laboratory,Active,145,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-12-12,01:21:00,H-IIA 202,IGS-Radar 3,Active,90,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2011-12-17,02:03:00,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,80,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012-01-20,00:38:00,"Delta IV Medium+ (5,4)",WGS-4,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012-02-03,,Safir-1B,Navid,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2012-02-13,10:00:00,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,37,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-02-24,22:15:00,Atlas V 551,MUOS-1,Active,153,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-03-23,04:34:00,Ariane 5 ES,Edoardo Amaldi ATV,Retired,,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",2012-04-03,23:12:00,"Delta IV Medium+ (5,2)",NROL-25,Retired,,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea",2012-04-12,22:38:00,Unha-3,Kwangmyngsng-3,Active,,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2012-04-26,00:17:00,PSLV-XL,RISAT-1,Active,31,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2012-04-26,,PSLV-XL,PSLV- C19 RISAT-1,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-05-04,18:42:00,Atlas V 531,AEHF-2,Active,140,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-05-15,22:13:00,Ariane 5 ECA,"JCSAT-13, Vinasat-2",Active,200,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2012-05-17,16:39:00,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",Active,90,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2012-05-22,07:44:00,Falcon 9 v1.0,COTS-2+,Retired,59.5,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012-05-23,,Safir-1B+,Unknown Payload,Active,,Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2012-06-01,05:22:00,Zenit-3 SL,Intelsat-19,Retired,,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2012-06-13,16:00:00,Pegasus XL,NuSTAR,Active,40,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2012-06-16,10:37:00,Long March 2F/G,Shenzhou 9,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-06-20,12:28:00,Atlas V 401,NROL-38,Active,109,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012-06-29,13:15:00,Delta IV Heavy,NROL-15,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-07-05,21:36:00,Ariane 5 ECA,"EchoStar XVII, MSG-3",Active,200,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2012-07-21,02:06:00,H-IIB,HTV-3,Retired,112.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2012-07-28,01:35:00,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,41.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-08-02,20:54:00,Ariane 5 ECA,"Intelsat 20, HYLAS 2",Active,200,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2012-08-19,06:54:00,Zenit-3 SL,Intelsat-21,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-08-30,08:05:00,Atlas V 401,Van Allen Probes (RBSP),Active,109,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2012-09-09,04:23:00,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,21,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2012-09-13,21:39:00,Atlas V 401,NROL-36,Active,109,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012-09-22,,Safir-1B+,Unknown Payload,Active,,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-09-28,21:18:00,Ariane 5 ECA,"Astra 2F, GSAT-10",Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012-10-04,12:10:00,"Delta IV Medium+ (4,2)",GPS IIF-3,Retired,164,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2012-10-08,00:35:00,Falcon 9 v1.0,CRS-1,Retired,59.5,Partial Failure
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2012-10-12,15:15:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,30,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-11-10,21:05:00,Ariane 5 ECA,"Eutelsat 21B, Star One C3",Active,200,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2012-12-02,02:02:00,Soyuz ST-A/Fregat,Pl??iades 1B,Active,80,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2012-12-03,20:43:00,Zenit-3 SL,Eutelsat-70B,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-12-11,18:03:00,Atlas V 501,OTV-3,Retired,120,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea",2012-12-12,00:49:00,Unha-3,Kwangmyngsng-3 (Unit 2),Active,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-12-19,21:49:00,Ariane 5 ECA,"Skynet 5D, Mexsat-3",Active,200,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-01-15,16:24:00,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,41.8,Partial Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",2013-01-27,04:40:00,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,90,Success
KARI,"LC-1, Naro Space Center, South Korea",2013-01-30,07:00:00,Naro-1,STSAT-2C,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-01-31,01:48:00,Atlas V 401,TDRS-K,Active,109,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2013-02-01,06:55:00,Zenit-3 SL,Intelsat-27,Retired,,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-02-07,21:36:00,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",Active,200,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2013-02-11,18:02:00,Atlas V 401,Landsat 8,Active,109,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-02-25,12:31:00,PSLV-CA,SARAL & Rideshares,Active,21,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2013-03-01,15:10:00,Falcon 9 v1.0,CRS-2,Retired,59.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-03-19,21:21:00,Atlas V 401,SBIRS GEO-2,Active,109,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2013-04-21,21:00:00,Antares 110,Antares A-ONE,Retired,80,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2013-05-07,02:06:00,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",Active,37,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-05-15,21:38:00,Atlas V 401,GPS IIF-4,Active,109,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2013-05-25,00:27:00,"Delta IV Medium+ (5,4)",WGS-5,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-06-05,21:52:00,Ariane 5 ES,Albert Einstein ATV,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2013-06-11,09:38:00,Long March 2F/G,Shenzhou 10,Active,,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2013-06-25,19:27:00,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,30,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",2013-06-27,16:53:00,Strela,Cosmos 2487,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2013-06-28,02:27:00,Pegasus XL,IRIS,Active,40,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-07-01,18:11:00,PSLV-XL,IRNSS-1A,Active,31,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2013-07-02,02:38:00,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",Active,65,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-07-19,13:00:00,Atlas V 551,MUOS-2,Active,153,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-07-25,19:54:00,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",Active,200,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2013-08-03,19:48:00,H-IIB,HTV-4,Retired,112.5,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2013-08-08,00:29:00,"Delta IV Medium+ (5,4)",WGS-6,Retired,,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2013-08-22,14:39:00,Dnepr,KompSat-5,Retired,29,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",2013-08-28,18:03:00,Delta IV Heavy,NROL-65,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-08-29,20:30:00,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",Active,200,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2013-08-31,20:05:00,Zenit-3 SLB,AMOS 4,Retired,,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2013-09-07,03:27:00,Minotaur V,LADEE,Active,55,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-09-11,23:23:00,Rokot/Briz KM,"Goniets-M 14, 16 and 17",Retired,41.8,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2013-09-13,14:58:00,Antares 110,CRS Orb-D1,Retired,80,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan",2013-09-14,05:00:00,Epsilon Demo,SPRINT-A,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-09-18,08:10:00,Atlas V 531,AEHF-3,Active,140,Success
CASIC,"Jiuquan Satellite Launch Center, China",2013-09-25,04:37:00,Kuaizhou 1,Kuaizhou 1,Retired,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2013-09-29,16:00:00,Falcon 9 v1.1,CASSIOPE,Retired,56.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-11-05,09:08:00,PSLV-XL,Mars Orbiter Mission,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-11-18,18:28:00,Atlas V 401,MAVEN,Active,109,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2013-11-20,01:15:00,Minotaur I,ORS-3,Active,40,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2013-11-21,07:10:00,Dnepr,DubaiSat 2 & Others,Retired,29,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-11-22,12:02:00,Rokot/Briz KM,SWARM,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2013-12-03,22:41:00,Falcon 9 v1.1,SES-8,Retired,56.5,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2013-12-06,07:14:00,Atlas V 501,NROL-39,Retired,120,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2013-12-19,09:12:00,Soyuz ST-B/Fregat-MT,Gaia,Active,30,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-12-25,00:31:00,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,41.8,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2013-12-28,12:30:00,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,Active,,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2014-01-05,10:48:00,GSLV Mk II,GSAT-14,Active,47,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-01-06,22:06:00,Falcon 9 v1.1,Thaicom 6,Retired,56.5,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-01-09,18:07:00,Antares 120,CRS Orb-1,Retired,80,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-01-24,02:33:00,Atlas V 401,TDRS-L,Active,109,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-02-06,21:30:00,Ariane 5 ECA,"ABS-2, Athena-Fidus",Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-02-21,01:59:00,"Delta IV Medium+ (4,2)",GPS IIF-5,Retired,164,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-02-27,18:37:00,H-IIA 202,GPM-Core & Others,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-03-22,22:04:00,Ariane 5 ECA,"Astra 5B, Amazonas 4A",Active,200,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2014-04-03,14:46:00,Atlas V 401,DMSP-5D3 F19,Active,109,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-04-03,21:02:00,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,30,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-04-04,11:44:00,PSLV-XL,IRNSS-1B,Active,31,Success
IAI,"Pad 1, Palmachim Airbase, Israel",2014-04-09,,Shavit-2,Ofek-10,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-04-10,17:45:00,Atlas V 541,NROL-67,Active,145,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-04-18,19:25:00,Falcon 9 v1.1,CRS-3,Retired,56.5,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2014-04-30,01:35:00,Vega,KazEOSat-1,Active,37,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-05-17,00:03:00,"Delta IV Medium+ (4,2)",GPS IIF-6,Retired,164,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-05-22,13:09:00,Atlas V 401,NROL-33,Active,109,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2014-05-23,05:27:00,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,41.8,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-05-24,03:05:00,H-IIA 202,"Daichi 2, SPROUT & Others",Active,90,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2014-05-24,21:09:00,Zenit-3 SL,Eutelsat-3B,Retired,,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2014-06-19,19:11:00,Dnepr,Deimos 2,Retired,29,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-06-30,04:22:00,PSLV-CA,SPOT-7 & Rideshares,Active,21,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2014-07-02,09:56:00,Delta II 7320-10C,OCO-2,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2014-07-03,12:43:00,Rokot/Briz KM,Goniets-M 18 to 20,Retired,41.8,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia",2014-07-09,12:00:00,Angara 1.2,Demo Flight,Active,,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-07-10,18:55:00,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,30,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-07-13,16:52:00,Antares 120,CRS Orb-2,Retired,80,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-07-14,15:15:00,Falcon 9 v1.1,OG2 Mission 1,Retired,56.5,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-07-28,23:28:00,"Delta IV Medium+ (4,2)",AFSPC-4,Retired,164,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-07-29,23:47:00,Ariane 5 ES,Georges Lema??tre ATV,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-08-02,03:23:00,Atlas V 401,GPS IIF-7,Active,109,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-08-05,08:00:00,Falcon 9 v1.1,AsiaSat 8,Retired,56.5,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2014-08-13,18:30:00,Atlas V 401,WorldView 3,Active,109,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-08-22,12:27:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,30,Partial Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-09-07,05:00:00,Falcon 9 v1.1,AsiaSat 6,Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-09-11,22:05:00,Ariane 5 ECA,"MEASAT 3b, Optus 10",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-09-17,00:10:00,Atlas V 401,CLIO,Active,109,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-09-21,05:52:00,Falcon 9 v1.1,CRS-4,Retired,56.5,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-10-07,05:16:00,H-IIA 202,Himawari 8,Active,90,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-10-16,20:02:00,PSLV-XL,IRNSS-1C,Active,31,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-10-16,21:43:00,Ariane 5 ECA,"Intelsat 30, ARSAT-1",Active,200,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-10-28,22:22:00,Antares 130,CRS Orb-3,Retired,80,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-10-29,17:21:00,Atlas V 401,GPS IIF-8,Active,109,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2014-11-06,07:35:00,Dnepr,Sasuke & Others,Retired,29,Success
CASIC,"Site 95, Jiuquan Satellite Launch Center, China",2014-11-21,06:37:00,Kuaizhou 1,Kuaizhou 2,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-12-03,04:22:00,H-IIA 202,Hayabusa 2 & Others,Active,90,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-12-05,12:05:00,Delta IV Heavy,EFT-1,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-12-06,20:40:00,Ariane 5 ECA,"DirecTV-14, GSAT-16",Active,200,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2014-12-13,03:19:00,Atlas V 541,NROL-35,Active,145,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2014-12-18,04:00:00,GSLV Mk III,Demo Flight (CARE),Active,62,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-12-18,18:37:00,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,30,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",2014-12-19,04:43:00,Strela,Kondor-E,Retired,,Success
Khrunichev,"Site 35/1, Plesetsk Cosmodrome, Russia",2014-12-23,05:57:00,Angara A5/Briz-M,Demo Flight,Active,100,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-01-10,09:47:00,Falcon 9 v1.1,CRS-5,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-01-21,01:04:00,Atlas V 551,MUOS-3,Active,153,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2015-01-31,14:22:00,Delta II 7320-10C,SMAP / ELaNa X,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2015-02-01,01:21:00,H-IIA 202,IGS-Radar 5,Active,90,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2015-02-02,,Safir-1B+,Fajr,Active,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-02-11,13:40:00,Vega,IXV,Active,37,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-02-11,23:03:00,Falcon 9 v1.1,DSCOVR,Retired,56.5,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2015-02-17,,Safir-1B+,Unknown Payload,Active,,Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-03-02,03:50:00,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-03-13,02:44:00,Atlas V 421,MMS,Active,123,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2015-03-25,18:36:00,"Delta IV Medium+ (4,2)",GPS IIF-9,Retired,164,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2015-03-25,22:08:00,Dnepr,KompSat-3A,Retired,29,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2015-03-26,01:21:00,H-IIA 202,IGS-Optical 5,Active,90,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2015-03-27,21:46:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,30,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2015-03-28,11:49:00,PSLV-XL,IRNSS-1D,Active,31,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2015-03-31,13:47:00,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-04-15,20:10:00,Falcon 9 v1.1,CRS-6,Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-04-26,20:00:00,Ariane 5 ECA,"Thor 7, SICRAL-2",Active,200,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-04-27,23:03:00,Falcon 9 v1.1,Turkmen??lem52E/MonacoSat,Retired,56.5,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2015-04-29,,New Shepard,NS-1,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-05-20,15:05:00,Atlas V 501,OTV-4,Retired,120,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-05-27,21:16:00,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1",Active,200,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-06-23,01:51:00,Vega,Sentinel-2A,Active,37,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-06-28,14:21:00,Falcon 9 v1.1,CRS-7,Retired,56.5,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2015-07-10,16:28:00,PSLV-XL,UK-DMC3A/B/C & Rideshares,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-07-15,15:36:00,Atlas V 401,GPS IIF-10,Active,109,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-07-15,21:42:00,Ariane 5 ECA,"Star One C4, MSG-4",Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2015-07-24,00:07:00,"Delta IV Medium+ (5,4)",WGS-7,Retired,,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2015-08-19,11:50:00,H-IIB,HTV-5,Retired,112.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-08-20,20:34:00,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34",Active,200,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2015-08-27,11:22:00,GSLV Mk II,GSAT-6,Active,47,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-09-02,10:18:00,Atlas V 551,MUOS-4,Active,153,Success
